Name,gene,Locus,product,protein_id,MUC5BMucinvsMedia_pvals,MUC5BMucinvsMedia_pfdr,MUC5BMucinvsMedia_l2fc,MUC5BGlycanvsMedia_pvals,MUC5BGlycanvsMedia_pfdr,MUC5BGlycanvsMedia_l2fc,MUC5ACGlycanvsMedia_pvals,MUC5ACGlycanvsMedia_pfdr,MUC5ACGlycanvsMedia_l2fc
NP_720544.1,,SMU_63c,hypothetical protein,NP_720544.1,0.571945286584358,0.6132680987513721,-0.6239258112959389,0.11571447185460501,0.11962250678795401,-1.5680815682907798,0.7487627496661959,0.7592268253602891,-1.94182845694767
NP_720545.1,ruvB,SMU_64,Holliday junction DNA helicase RuvB,NP_720545.1,0.161860688665256,0.226166254704163,-0.8269551584788729,0.3993086811215039,0.406572612430887,-2.08827908685464,0.911496920333591,0.915703829196669,-1.7112641478659498
NP_720546.1,,SMU_65,protein tyrosine-phosphatase,NP_720546.1,0.0849571196128497,0.14599210291366,-0.782328219586235,0.35554513821416295,0.3627671488341379,-1.8713423584822,0.17089644227734196,0.1776996445973,-1.4559793838076398
NP_720547.1,,SMU_66,hypothetical protein,NP_720547.1,0.9139591745303531,0.9291364934639141,-0.44261838304114903,0.000545362579579362,0.000589280360394909,-1.0886458211132901,0.00290158766902219,0.00320779359120455,-1.207754318701
NP_720548.1,,SMU_67,acyltransferase,NP_720548.1,0.9972347791831758,0.999275157248001,-0.469466259110331,0.00674757901076182,0.00713742293848942,-0.9827418145760329,0.0057386068844753,0.0062980004967434795,-0.728273360487467
NP_720549.1,,SMU_68,hypothetical protein,NP_720549.1,0.950846388200774,0.958676312138609,-0.42261598256055,4.4122837448925505e-09,6.227423527553679e-09,-0.8467350619448951,0.0010334822631778,0.00117708822881704,-0.502580039519611
NP_720550.1,thrC,SMU_70,threonine synthase,NP_720550.1,0.0330705763350787,0.0804509931966767,0.17425590131988097,5.75276604408905e-07,7.01286165548876e-07,0.263428312080195,1.63133991939865e-06,2.4137423731887902e-06,-0.106473740403869
NP_720551.1,,SMU_71,cation efflux pump (multidrug resistance protein),NP_720551.1,0.000112442844037549,0.0027462985134260602,0.15251430392472398,3.91612351908528e-16,1.27436644084519e-15,-0.0331161780037876,2.52967883938698e-23,3.8415820514411596e-22,0.36985672615783
NP_720552.3,,SMU_72,hypothetical protein,NP_720552.3,0.005719402021889071,0.0293306506829337,0.17389021293012302,5.513346184602571e-17,2.0263874625959502e-16,0.214250316659414,8.229423876414101e-13,2.68243616870137e-12,0.106457773553823
NP_720553.1,,SMU_73,hypothetical protein,NP_720553.1,0.00176288622098072,0.0149833030456559,0.136404706245021,1.84398929207516e-10,3.0028055055488303e-10,0.243636447250733,0.00010025397877297,0.000123133256687303,0.301774768835025
NP_720554.1,,SMU_74,hypothetical protein,NP_720554.1,0.10302499200862801,0.165295625999101,-0.0339136998073494,1.1232964745318702e-08,1.5313415404369803e-08,0.0148940853020214,7.24371586077398e-08,1.2350251846176e-07,-0.00017583399362857
NP_720555.1,,SMU_75,D-alanyl-D-alanine carboxypeptidase,NP_720555.1,0.0068863270794005,0.0329905770254633,0.137884970225613,3.11066675776913e-15,8.92210275032172e-15,0.0986140725894329,6.062219946575021e-09,1.1758305817168799e-08,-0.155121275404555
NP_720556.1,,SMU_76,N-acetyl-muramidase,NP_720556.1,0.00331684851388901,0.0215503819076953,0.0577857450799755,1.3818264638561998e-20,8.963569677795689e-20,-0.0157951745492943,4.400243804737031e-12,1.2982044598614199e-11,-0.144969485264387
NP_720557.1,fruA,SMU_78,exo-beta-D-fructosidase,NP_720557.1,0.26893099418100197,0.326214128545253,-0.0866883933905006,0.0106805165997475,0.011242951111716998,-0.501392193457401,0.0153004972671339,0.0164962433386436,-0.731206231754282
NP_720558.1,fruB,SMU_79,exo-beta-D-fructosidase,NP_720558.1,0.15057479798582699,0.215625752378827,-0.250835536031983,5.4600630446908795e-05,6.1156452284445e-05,-0.785050748840088,0.0016261109909931901,0.0018203151036318,-0.850993754292195
NP_720559.1,hrcA,SMU_80,heat-inducible transcription repressor,NP_720559.1,0.46264805999198494,0.509745528416366,-0.164077093408031,3.73588662736082e-05,4.21578450633632e-05,-0.33827519722135,0.0009348251300078151,0.00106782648961243,-0.42828847825631106
NP_720560.1,grpE,SMU_81,heat shock protein GrpE,NP_720560.1,0.231459672615786,0.29047373392333503,-0.169048682996749,6.95226001107399e-10,1.0690327599445802e-09,-0.28026074236434495,8.55673307248461e-05,0.000106025554010103,0.0796716801102615
NP_720561.1,dnaK,SMU_82,molecular chaperone DnaK,NP_720561.1,0.0315422214747709,0.0784152434886753,-0.0633199388035468,8.168962602795209e-16,2.54015837125013e-15,-0.12292097575798198,9.370598093541802e-13,3.0292081955855398e-12,0.0870872446157681
NP_720562.1,dnaJ,SMU_83,molecular chaperone DnaJ,NP_720562.1,0.132010218414687,0.195735162426351,-0.0454400045370922,1.6749117354363603e-08,2.2504472494649102e-08,-0.153213951394136,5.89623918681783e-07,9.12380139571575e-07,-0.0447056530248404
NP_720563.1,truA,SMU_84,tRNA pseudouridine synthase A,NP_720563.1,0.0327986402444488,0.0800156117545145,0.044517683123327996,1.0500693229261801e-09,1.5763109606225198e-09,0.28752240827592895,1.2808884471752601e-12,4.0602920194439e-12,-0.22719376125577498
NP_720564.1,thiD,SMU_85,phosphomethylpyrimidine kinase,NP_720564.1,0.0184052158276674,0.0565138210131669,0.00248611334765973,3.05934674349751e-17,1.18210261745791e-16,0.24659644990786703,3.6634670260565295e-23,5.35577007764533e-22,0.609895376801739
NP_720565.1,,SMU_86,hypothetical protein,NP_720565.1,0.0140597372303396,0.04874871722873499,0.0480188353374434,1.63830152520031e-19,9.01526035917809e-19,0.279009202302838,5.3122445897677206e-11,1.3568040614543599e-10,0.244467593299114
NP_720566.1,,SMU_87,hypothetical protein,NP_720566.1,0.00967452222898147,0.0398159433751569,0.11171499435222099,1.17663894447201e-09,1.75554888973394e-09,0.283519918945544,9.53921576166108e-08,1.600516629106e-07,0.43273820214254605
NP_720567.1,,SMU_88c,mechanosensitive ion channel protein MscS,NP_720567.1,0.0537529235140066,0.10934784752226301,0.0296175644320137,8.000579385880919e-11,1.35580752741702e-10,-0.135678689495684,0.000697212213743924,0.000800608866778632,-0.363021090670657
NP_720568.1,,SMU_89c,nitrite transporter,NP_720568.1,0.346758384589608,0.399588044359436,-0.19689235413128,9.996591229940359e-09,1.3733045034679601e-08,-0.23326842510438503,1.3649572113603201e-08,2.54177868541337e-08,-0.27319912091536896
NP_720569.1,ropA,SMU_91,trigger factor,NP_720569.1,0.0109606560364987,0.042451369869485,0.133933746586193,8.836117142889691e-25,1.1388127291395301e-23,0.24387175237926997,2.78828650141885e-17,1.72065894760144e-16,0.43331399901992207
NP_720570.1,,SMU_92c,transposase fragment,NP_720570.1,0.0915158379920011,0.152708285030946,0.0696736941244699,6.09925156551308e-06,7.107932074265401e-06,0.31576117292599,9.61252868800648e-05,0.00011835916844629,0.5223589486200071
NP_720571.1,,SMU_93c,transposase fragment,NP_720571.1,0.0038127675850087,0.022919653400835,0.614226254254859,1.06502777409612e-10,1.7817159773307502e-10,0.0477289092789947,5.92766814309603e-06,8.34217089965885e-06,-0.613938166656449
NP_720572.1,,SMU_94c,transposase fragment,NP_720572.1,0.9198778750696209,0.933699874228698,-0.452801084364961,9.26465517632448e-05,0.000102713409679794,-0.32317870997377696,0.00056422621463018,0.000652876051069416,-0.820183693909875
NP_720573.3,rpoE,SMU_96,DNA-directed RNA polymerase subunit delta,NP_720573.3,0.0128745806816805,0.0463626903592134,0.109630846929354,3.22243016008958e-21,2.2955420667692698e-20,0.203150642880836,8.2188508228811e-07,1.24811850868404e-06,0.564365986610244
NP_720574.1,pyrG,SMU_97,CTP synthetase,NP_720574.1,0.29766468754374603,0.3523414639868271,0.0144634079836388,4.59485802030885e-07,5.62934763088496e-07,-0.00844866460360799,0.000269263201628409,0.000319301823238531,-0.0113742711388207
NP_720575.1,fbaA,SMU_99,fructose-bisphosphate aldolase,NP_720575.1,0.0213944656382831,0.0614266454804376,0.0414614896789637,8.06701621200003e-23,7.38471250434956e-22,0.415746994878174,6.907616799735229e-13,2.27811806577127e-12,-0.0392950894255344
NP_720576.1,,SMU_100,PTS system sorbose transporter subunit IIB,NP_720576.1,0.29348815422596897,0.34887335808778697,-0.0642486428258748,1.04590725049991e-07,1.31933825095256e-07,-0.192386244658667,1.69292230420831e-07,2.7822439546510804e-07,-0.38527110646896506
NP_720577.1,,SMU_101,PTS system sorbose transporter subunit IIC,NP_720577.1,0.0368378218951189,0.0860134601818093,0.0500075708899469,1.9098783995736e-11,3.4643072081154495e-11,-0.0966399277304382,0.00168328059185894,0.00187941534872024,-0.375876349857781
NP_720578.1,,SMU_102,PTS system transporter subunit IID,NP_720578.1,0.0414764738128306,0.0922274826326166,0.129032630884731,8.11459428779718e-08,1.03358193821812e-07,0.0199391586106759,2.0243410414852398e-05,2.68314215173855e-05,-0.653516091886122
NP_720579.1,,SMU_103,PTS system transporter subunit IIA,NP_720579.1,0.00563983362906816,0.0290748265245909,0.24084144148658998,3.0887705801359496e-09,4.43289492050281e-09,0.0903132332692438,0.00614093755612448,0.00672824198682766,-0.899490243405942
NP_720580.1,,SMU_104,alpha-glucosidase,NP_720580.1,0.0586708802264331,0.1152358340622,0.205414262663702,5.7138991433747e-07,6.969818444502521e-07,0.102444526064357,0.0117899047903323,0.0127745705112063,-0.20064123309969395
NP_720581.1,,SMU_105,transcriptional regulator%3B repressor of sugar transport operon,NP_720581.1,0.0173926307568112,0.0546028263663352,0.17747481531884,3.3035666149190996e-09,4.7169730310688896e-09,0.0856374604285838,4.02614127656152e-10,9.11816272923008e-10,-0.36077910930718
NP_720582.1,,SMU_106c,transposase fragment,NP_720582.1,0.0340892012711626,0.0816485741676473,0.186604777958875,8.984603191314491e-10,1.36245287092305e-09,0.0790202237608283,1.09361908104654e-06,1.64673311281335e-06,-0.6236303429815739
NP_720583.1,,SMU_107,hypothetical protein,NP_720583.1,0.9217555140673821,0.934720972099562,-0.52005911840662,0.0332740193561473,0.034709160766077,-0.9403521420937749,0.0844775592838269,0.0890697193955957,-1.12156468128743
NP_720584.1,,SMU_108,hypothetical protein,NP_720584.1,0.9899115604100309,0.993461448177895,-0.468391269739924,0.0821035596624241,0.0850559880373817,-1.0851359111043901,0.189415465645909,0.19674702926847,-1.00795970028559
NP_720585.1,,SMU_109,permease,NP_720585.1,0.222749375679278,0.283170685889491,-0.7353567262339559,0.0356467099103243,0.0371446301671943,-2.20185453216743,0.459190941714773,0.469986966990198,-2.09566262594043
NP_720586.1,mutR,SMU_110,transcriptional regulator MutR,NP_720586.1,0.164368074442124,0.228043242090738,-0.144826353854115,1.65505119204611e-11,3.01885035867628e-11,-0.29731008839319606,8.25159142350335e-08,1.39955563624615e-07,-0.33889584755326396
NP_720587.1,,SMU_112c,transcriptional regulator,NP_720587.1,0.338359465966458,0.3915216738501421,-0.23156440241427304,8.14450450130525e-12,1.54006605386651e-11,-0.31813824321434603,3.7211892466356497e-06,5.27101209989821e-06,-0.582543123216013
NP_720588.1,,SMU_113,1-phosphofructokinase,NP_720588.1,0.31060431445320197,0.36544976096926296,-0.210478547682909,0.000143341768011904,0.000157756473896247,-0.7299584570376,0.0349253574638332,0.0371639192132805,-0.924988700329075
NP_720589.1,,SMU_114,PTS system fructose-specific transporter subunit IIBC,NP_720589.1,0.921838140937394,0.934720972099562,-0.42775438780173897,1.9954885937871898e-05,2.27541452574453e-05,-0.9691322381749999,0.0370319502077089,0.0393414264950661,-1.16562861348001
NP_720590.1,,SMU_115,PTS system fructose-specific transporter subunit IIA,NP_720590.1,0.7816886849303148,0.8080887249490699,-0.377469526134447,0.0183465895611389,0.0192197694921236,-0.8538959256106969,0.203989207751202,0.21132462082739498,-1.1444833860038
NP_720591.1,lacD2,SMU_116,tagatose 1%2C6-diphosphate aldolase,NP_720591.1,0.340243211964605,0.393004983631286,-0.259147652291788,2.1591464427785e-05,2.45916737290877e-05,-0.9073914640991708,0.0089096447006288,0.009680529100683209,-1.04582490100273
NP_720592.1,,SMU_117c,hypothetical protein,NP_720592.1,0.47829429836422294,0.5255067473334339,-0.34442663634185605,1.4270892889100901e-08,1.92937744442709e-08,-0.7125284626685608,1.5940201177617e-05,2.1402915768986802e-05,-0.66489375022676
NP_720593.1,,SMU_118c,esterase,NP_720593.1,0.102743397161685,0.164978946753886,-0.14634373925204902,7.060995758566e-11,1.20387212280512e-10,-0.24340563871853002,9.71655201062098e-05,0.00011956485796989,-0.61588661451175
NP_720594.1,adh,SMU_119,alcohol dehydrogenase,NP_720594.1,0.38391973106373994,0.433236608959601,-0.19884276131925305,4.5690629361692705e-06,5.3565495463528394e-06,-0.25218912088698703,2.6779621096219604e-07,4.2860521019194705e-07,-0.66590598186174
NP_720595.1,,SMU_120,50S ribosomal protein L28,NP_720595.1,0.7344046674221409,0.766896984797428,-0.32720551115027396,4.06999379482227e-08,5.29423495621304e-08,0.14799536704775199,4.2297877597331e-05,5.40871685464565e-05,-0.106047999990567
NP_720596.1,dinF,SMU_121,damage-inducible protein DinF,NP_720596.1,0.00146740872845295,0.013458720786728998,0.128521397888424,5.41078018486506e-16,1.7291547116069602e-15,-0.0149762846521691,2.4749066449916199e-29,1.0776230725139999e-27,0.304280674530021
